#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,Company Number Inference Method,Company Number Confidence,sic_wave_cluster_id,sic_wave_cluster_size,sic_wave_recovery_candidate,formation_sequence_cluster_id,formation_sequence_cluster_size,formation_sequence_recovery_candidate,logistics_api_flag,carrier_api_capability_score,evidence_basis_shipping_layer,shipping_role_category,confidence_level_shipping_layer,Office No Clean,address_cluster_signal,delta_candidate_flag,infrastructure_layer,confidence_level,likely_new_registration_candidate,naming_wave_pattern_flag,new_registration_confidence,company_number_numeric,estimated_company_number_lower,estimated_company_number_upper,formation_number_range_confidence,estimated_incorp_period_lower,estimated_incorp_period_upper,incorporation_period_confidence
,,Tech Drive Mobilephone & Computers LLC Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,high,,,,none,,,none
704.0,753,Techpecx Ltd,—,No,,Active,,"Office 753, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,75.0,11.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,high,,,,known,,,known
,,Techpecx Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,high,,,,none,,,none
849.0,896,Tekverra Ltd,—,No,,Active,,"Office 896, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,89.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Tekverra Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
640.0,684,The Creative Embroider Ltd,—,No,,Active,,"Office 684, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,68.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,The Creative Embroider Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
788.0,829,The Eyman Limited,—,No,,Active,,"Office 829, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,82.0,13.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,The Eyman Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
820.0,863,The Nova Corp Shop Ltd,—,No,,Active,,"Office 863, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,86.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,The Nova Corp Shop Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
881.0,985,The Prime International Store Ltd,—,No,,Active,,"Office 985, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,98.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,The Prime International Store Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
850.0,897,The Trading Spot Limited,—,No,,Active,,"Office 897, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,89.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,high,,,,known,,,known
,,The Trading Spot Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,high,,,,none,,,none
561.0,599,Thebrandzmen Ltd,—,No,,Active,,"Office 599, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,59.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Thebrandzmen Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
719.0,764,Thefancrest Ltd,—,No,,Active,,"Office 764, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,76.0,16.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Thefancrest Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
553.0,588,Thryvix Ltd,—,No,,Active,,"Office 588, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,58.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Thryvix Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
,,Tick Tech Emipire Ltd,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,high,,,,known,,,known
,,Tick Tech Emipire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,high,,,,none,,,none
803.0,844,Tizztech Ltd,—,No,,Active,,"Office 844, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,84.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,high,,,,known,,,known
,,Tizztech Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,True,high,,,,none,,,none
777.0,821,Toba Holdings Ltd,—,No,,Active,,"Office 821, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,82.0,13.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Toba Holdings Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
675.0,721,Tradeline Wholesale Ltd,—,No,,Active,,"Office 721, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,72.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Tradeline Wholesale Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
570.0,608,Tradeware Group Ltd,—,No,,Active,,"Office 608, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,60.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Tradeware Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
691.0,737,Travel To Umrah Ltd,—,No,,Active,,"Office 737, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: WV6 0SR,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,73.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Travel To Umrah Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
754.0,797,Trevix Retail Ltd,—,No,,Active,,"Office 797, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,79.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Trevix Retail Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
859.0,958,Trippjeans Limited,—,No,,Active,,"Office 958, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,Bank,Net Assets,Turnover,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,95.0,7.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Trippjeans Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
727.0,769,Trivo Creatives Ltd,—,No,,Active,,"Office 769, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,76.0,16.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Trivo Creatives Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
638.0,682,True Card Ltd,—,No,,Active,,"Office 682, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,68.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,True Card Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
867.0,967,Tychercorp Ltd,—,No,,Active,,"Office 967, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,96.0,7.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Tychercorp Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
835.0,880,Unionshopx Ltd,—,No,,Active,,"Office 880, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,88.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
,,Unionshopx Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,none,,,none
564.0,602,United Global Dezign's Ltd,—,No,,Active,,"Office 602, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,Bank,Net Assets,Turnover,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,60.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,medium,,,,known,,,known
