#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,Company Number Inference Method,Company Number Confidence,sic_wave_cluster_id,sic_wave_cluster_size,sic_wave_recovery_candidate,formation_sequence_cluster_id,formation_sequence_cluster_size,formation_sequence_recovery_candidate,logistics_api_flag,carrier_api_capability_score,evidence_basis_shipping_layer,shipping_role_category,confidence_level_shipping_layer,Office No Clean,address_cluster_signal,delta_candidate_flag,infrastructure_layer,confidence_level,risk_it_services,risk_seo_agency,risk_logistics_shell,risk_ecommerce_operator,risk_formation_intermediary,risk_payment_linked,risk_telecom_sim_node,risk_shipping_label_node,risk_carrier_account_broker,risk_score_total,risk_level
477.0,514,Al Wasay Pvt Ltd,16796967,Yes,2025-10-20,Active,"47190, 47910","Office 514, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16796967,https://find-and-update.company-information.service.gov.uk/company/16796967/officers,https://find-and-update.company-information.service.gov.uk/company/16796967/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,63.0,7.0,False,51.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,514.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
726.0,769,Al-Bashir Trading And Contracting Ltd,—,No,,Active,,"Office 769, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,76.0,16.0,True,False,0.0,no_indicator,none_detected,LOW,769.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
67.0,86,Alectorismedia Ltd,15502440,Yes,2024-02-19,Active,"47990, 62090","Office 86, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£2,300",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15502440,https://find-and-update.company-information.service.gov.uk/company/15502440/officers,https://find-and-update.company-information.service.gov.uk/company/15502440/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,110.0,1.0,False,8.0,11.0,False,False,0.0,no_indicator,none_detected,LOW,86.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,True,False,False,False,False,False,False,False,1.0,LOW
792.0,833,Alghazi Traders Ltd,—,No,,Active,,"Office 833, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,83.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,833.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
429.0,466,Algo Rise Tech Ltd,16716373,Yes,2025-09-15,Active,"62020, 62090, 73110","Office 466, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16716373,https://find-and-update.company-information.service.gov.uk/company/16716373/officers,https://find-and-update.company-information.service.gov.uk/company/16716373/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,46.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,466.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
636.0,679,Ali Ahmad Awan Consultancy Ltd,—,No,,Active,,"Office 679, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,67.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,679.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,True,False,False,False,False,1.0,LOW
273.0,313,Ali Apparel Ltd,14835615,Yes,2023-04-30,Active,47910,"Office 313, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£1,110",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14835615,https://find-and-update.company-information.service.gov.uk/company/14835615/officers,https://find-and-update.company-information.service.gov.uk/company/14835615/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,31.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,313.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
808.0,851,Ali Arsalan Ltd,17023926,Yes,2026-02-10,Active,47910,"Office 851, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/17023926,https://find-and-update.company-information.service.gov.uk/company/17023926/officers,https://find-and-update.company-information.service.gov.uk/company/17023926/filing-history,Companies House URL ready + open.endole.co.uk,user-provided,Retail via mail order ★ Feb 2026,,none,original_or_unresolved,85.0,97.0,False,85.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,851.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
416.0,453,Ali Bahaar Enterprises Ltd,16681875,Yes,2025-08-29,Active,"62012, 62020, 62090","Office 453, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16681875,https://find-and-update.company-information.service.gov.uk/company/16681875/officers,https://find-and-update.company-information.service.gov.uk/company/16681875/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,137.0,2.0,False,45.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,453.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
736.0,778,Ali Ecom Ltd,—,No,,Active,,"Office 778, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,77.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,778.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
340.0,376,Ali Mahmood Khan Ltd,16415517,Yes,2025-04-29,Active,"62020, 62090, 73110","Office 376, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16415517,https://find-and-update.company-information.service.gov.uk/company/16415517/officers,https://find-and-update.company-information.service.gov.uk/company/16415517/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,37.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,376.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
629.0,672,Ali Raza Digital Ltd,—,No,,Active,,"Office 672, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,67.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,672.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
806.0,849,Ali Raza Solutions Ltd,16656290,Yes,2025-08-18,Active,62020,"Office 849, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16656290,https://find-and-update.company-information.service.gov.uk/company/16656290/officers,https://find-and-update.company-information.service.gov.uk/company/16656290/filing-history,Companies House URL ready + open.endole.co.uk,user-provided,IT Consultancy; Updated 07 Feb 2026,,none,original_or_unresolved,145.0,7.0,False,84.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,849.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
162.0,198,Alkarimtravel Limited,15876412,Yes,2024-08-05,Active,79110,"Office 198, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15876412,https://find-and-update.company-information.service.gov.uk/company/15876412/officers,https://find-and-update.company-information.service.gov.uk/company/15876412/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,189.0,2.0,False,19.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,198.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
423.0,460,All Zone Retail Limited,16696246,Yes,2025-09-05,Active,47910,"Office 460, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16696246,https://find-and-update.company-information.service.gov.uk/company/16696246/officers,https://find-and-update.company-information.service.gov.uk/company/16696246/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,46.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,460.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
258.0,298,Allbestkeys Ltd,16146160,Yes,2024-12-20,Active,47410,"Office 298, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16146160,https://find-and-update.company-information.service.gov.uk/company/16146160/officers,https://find-and-update.company-information.service.gov.uk/company/16146160/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,72.0,1.0,False,29.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,298.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
391.0,427,Alltime Staffing Ltd,14922626,Yes,2023-06-08,Active,94110,"Office 427, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£1,449",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14922626,https://find-and-update.company-information.service.gov.uk/company/14922626/officers,https://find-and-update.company-information.service.gov.uk/company/14922626/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,201.0,2.0,False,42.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,427.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
405.0,441,Alltimesembroidery Ltd,16650803,Yes,2025-08-14,Active,"13990, 14190, 74100, 90030","Office 441, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16650803,https://find-and-update.company-information.service.gov.uk/company/16650803/officers,https://find-and-update.company-information.service.gov.uk/company/16650803/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,4.0,2.0,False,44.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,441.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
436.0,474,Alpha Care Recruitment Ltd,15942792,Yes,2024-09-08,Active,78109,"Office 474, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15942792,https://find-and-update.company-information.service.gov.uk/company/15942792/officers,https://find-and-update.company-information.service.gov.uk/company/15942792/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,188.0,2.0,False,47.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,474.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
695.0,743,Alpha Mile Ltd,—,No,,Dormant,,"Office 743, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,£100,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,74.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,743.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
58.0,76,Alphacrypt Security Ltd,15465586,Yes,2024-02-04,Active,"58290, 62012","Office 76, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£100,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15465586,https://find-and-update.company-information.service.gov.uk/company/15465586/officers,https://find-and-update.company-information.service.gov.uk/company/15465586/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,124.0,1.0,False,7.0,5.0,False,False,0.0,no_indicator,none_detected,LOW,76.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
475.0,512,Amazu Global Ltd,16795367,Yes,2025-10-20,Active,"47190, 47910","Office 512, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16795367,https://find-and-update.company-information.service.gov.uk/company/16795367/officers,https://find-and-update.company-information.service.gov.uk/company/16795367/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,63.0,7.0,False,51.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,512.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
77.0,97,Amdseo Ltd,14720501,Yes,2023-03-10,Active,"62020, 62090, 73110","Office 97, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£4,770",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14720501,https://find-and-update.company-information.service.gov.uk/company/14720501/officers,https://find-and-update.company-information.service.gov.uk/company/14720501/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,none,original_or_unresolved,149.0,90.0,False,9.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,97.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,True,False,False,False,False,False,False,False,1.0,LOW
690.0,736,Ameen E Commerce Ltd,—,No,,Active,,"Office 736, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,Bank,Net Assets,Turnover,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,73.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,736.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
180.0,217,Animals Cottage Rescue Center Ltd,15081022,Yes,2023-08-18,Active,47990,"Office 217, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,-£941,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15081022,https://find-and-update.company-information.service.gov.uk/company/15081022/officers,https://find-and-update.company-information.service.gov.uk/company/15081022/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,108.0,30.0,False,21.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,217.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
284.0,324,Anwar & The Grandson Ltd,16293402,Yes,2025-03-05,Active,"62020, 62090, 73110","Office 324, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16293402,https://find-and-update.company-information.service.gov.uk/company/16293402/officers,https://find-and-update.company-information.service.gov.uk/company/16293402/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,32.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,324.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
139.0,174,Apparel Avenue Ltd,15805018,Yes,2024-06-26,Active,"14190, 62020, 73110","Office 174, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15805018,https://find-and-update.company-information.service.gov.uk/company/15805018/officers,https://find-and-update.company-information.service.gov.uk/company/15805018/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,15.0,1.0,False,17.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,174.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
